village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha,primary_school_score,middle_school_score,secondary_school_score,senior_secondary_school_score,phs_score,phc_score,hospital_allopathic_score,tap_water_score,tube_well_score,mobile_coverage_score,internet_csc_score,bus_service_score,pucca_roads_score,bank_score,pds_shop_score,anganwadi_score,asha_score,electricity_all_uses_score,amenity_score,space_per_person,capacity_score,railway_station_score,auto_score,taxi_score,national_highway_score,state_highway_score,major_district_road_score,other_district_road_score,footpaths_score,accessibility_score,non_agri_ratio,barren_ratio,forest_ratio,usable_land_ratio,environment_raw,environment_score,relocation_score,relocation_score_100,rank,slope_mean,censuscode2011_x,flood_risk,flood_class,censuscode2011_y,landslide_risk,slope_risk,safety_score,final_relocation_score,final_relocation_score_100,final_rank,hub_distance_km
Dillchah Bagicha (313 Nlr),292419,452.0,2797,627,2,2,1,b,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,b,Yes,b,c,a,c,c,a,Yes,Yes,Yes,Yes,a,b,c,a,Yes,Yes,Yes,Yes,No,Yes,No,0.0,114.6,0.0,0.0,0.0,0.0,0.0,334.7,0.0,334.7,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.75,1.0,1.0,0.0,0.6944444444444444,0.161601716124419,0.289536665333523,0.5,0.25,0.75,0.25,0.25,0.75,1.0,1.0,0.675,0.2535398230088495,0.0,0.0,0.0,0.5,0.3814756671899529,0.5247904108824825,52.479041088248245,302,1.0,292419,0.0,Not listed,292419.0,0.719,0.188932384282016,0.7465135231435969,0.5632109256693124,56.32109256693124,654,56.868
Borbil No.1,292116,70.2,509,102,1,a,a,c,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,c,a,c,c,c,c,c,a,Yes,a,Yes,Yes,a,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,15.3,0.0,0.0,0.0,0.0,0.0,46.9,0.0,46.9,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.5138888888888888,0.1379174852652259,0.2318336029929451,0.25,0.25,0.25,0.25,0.25,0.75,1.0,1.0,0.55,0.2179487179487179,0.0,0.0,0.0,0.5,0.3814756671899529,0.427725756408449,42.772575640844906,1095,1.0,292116,0.0,Not listed,292116.0,0.387,0.194499981096203,0.8450000037807595,0.5631797523390331,56.3179752339033,655,31.307
Bharalibari No.3,291746,233.0,81,19,1,a,b,b,,,,,,0.0,No,No,Yes,Yes,Yes,No,No,No,b,c,b,c,c,b,b,b,b,b,b,Yes,Yes,b,c,c,a,c,Yes,a,Yes,No,No,No,0.0,8.0,13.4,0.0,0.0,5.6,0.0,198.8,0.0,198.8,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.25,0.5,0.5,0.5,0.75,1.0,0.75,0.0,0.4722222222222222,2.876543209876543,0.2394677012285422,0.25,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0343347639484978,0.0575107296137339,0.0,0.0240343347639484,0.494763948497854,0.374817579722546,0.4028859968072003,40.288599680720026,1213,1.0,291746,0.0,Not listed,291746.0,0.43,0.0181240974840781,0.8673751805031844,0.5630396344667913,56.30396344667913,656,18.835
Dihing Erasuti,291667,118.2,522,106,2,1,a,b,,,,,,0.0,Yes,No,Yes,No,No,No,No,No,Yes,b,Yes,c,b,b,c,a,Yes,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,13.0,13.1,0.0,0.0,2.0,0.0,90.0,0.0,90.0,1.0,1.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.75,0.5,1.0,1.0,1.0,0.0,0.6111111111111112,0.2264367816091954,0.2910702148456465,0.25,0.5,0.5,0.25,0.75,1.0,1.0,1.0,0.7,0.1099830795262267,0.11082910321489,0.0,0.0169204737732656,0.4752115059221658,0.3499549761333663,0.5055363267158627,50.55363267158627,456,1.0,291667,0.0,Not listed,291667.0,0.728,0.186810413637223,0.7442379172725554,0.5629559670404387,56.295596704043874,657,34.85
Jooktoli Borbam T.E. 91/166,292232,114.1,354,74,1,a,b,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,b,b,b,c,b,b,c,c,a,Yes,b,Yes,Yes,b,c,b,Yes,b,Yes,a,Yes,No,No,No,0.0,7.3,0.0,0.0,0.0,0.0,0.0,106.8,0.0,106.8,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.0,0.4444444444444444,0.3223163841807909,0.236195206383852,0.25,0.5,0.5,0.25,0.25,0.75,1.0,1.0,0.55,0.0639789658194566,0.0,0.0,0.0,0.5,0.3814756671899529,0.4114550461450647,41.14550461450647,1180,1.0,292232,0.0,Not listed,292232.0,0.432,0.14379455979554,0.841641088040892,0.5629265868908128,56.29265868908128,658,43.613
Jokai Kachari Gaon F.V.,291242,32.0,166,34,a,a,a,c,,,,,,1.0,No,No,Yes,Yes,No,No,No,Yes,a,c,a,c,a,a,b,b,b,Yes,b,Yes,Yes,b,c,c,a,c,b,a,No,No,No,No,0.0,5.3,0.0,0.0,0.0,0.0,0.0,26.7,0.0,26.7,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.75,0.5,0.5,0.75,0.5,0.75,0.0,0.4583333333333333,0.1927710843373494,0.0045596314297927,0.25,0.75,0.75,0.5,0.5,0.5,1.0,1.0,0.65,0.165625,0.0,0.0,0.0,0.5,0.3814756671899529,0.3870183746287721,38.701837462877215,1254,1.0,291242,0.0,Not listed,291242.0,0.158,0.0820078419349024,0.9361984316130196,0.562840630581149,56.284063058114896,659,23.681
Konwabam Gaon,292395,206.3,418,86,1,a,a,a,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,b,Yes,Yes,b,Yes,Yes,a,b,c,a,Yes,Yes,a,Yes,No,No,No,0.0,27.4,0.0,3.3,14.1,0.0,0.0,147.4,0.0,147.4,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.75,0.75,1.0,0.75,0.0,0.5833333333333334,0.4935406698564593,0.1831023323450185,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.8,0.1328162869607367,0.0,0.0,0.0683470673776054,0.5341735336888027,0.4249302390705341,0.5165949642336948,51.65949642336948,369,1.0,292395,0.0,Not listed,292395.0,0.811,0.117265883183144,0.7332468233633711,0.5628138482921832,56.28138482921832,660,55.569
Naharpara Bokalial,292084,305.4,1208,243,4,2,1,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,c,b,c,Yes,c,c,c,c,Yes,a,Yes,Yes,a,c,a,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,44.4,0.0,25.3,0.0,0.0,0.0,160.1,0.0,160.1,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.75,0.75,1.0,1.0,1.0,0.0,0.5277777777777778,0.2528145695364238,0.2345512738429865,0.25,1.0,0.25,0.25,0.25,0.25,1.0,1.0,0.55,0.1453831041257367,0.0,0.0,0.0,0.5,0.3814756671899529,0.4318773963431817,43.18773963431817,1067,1.0,292084,0.0,Not listed,292084.0,0.42,0.159399607147434,0.8421200785705132,0.5627071999674449,56.27071999674449,661,30.367
Miri Hulla,291468,68.7,211,45,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,b,b,b,b,Yes,b,b,a,Yes,b,Yes,Yes,a,b,a,Yes,Yes,Yes,c,Yes,No,No,No,0.0,2.4,0.0,9.2,0.0,0.0,0.0,37.1,0.0,37.1,1.0,0.75,0.75,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.75,1.0,1.0,0.25,0.0,0.5277777777777778,0.3255924170616114,0.2934155518208678,0.5,0.5,1.0,0.5,0.5,0.75,1.0,1.0,0.675,0.0349344978165938,0.0,0.0,0.0,0.5,0.3814756671899529,0.484093465837652,48.409346583765206,647,1.0,291468,0.0,Not listed,291468.0,0.758,0.153021588458281,0.7419956823083438,0.5623735109570475,56.237351095704746,662,29.115
Chapatali No.4,291689,107.0,1123,248,1,2,1,c,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,Yes,Yes,b,c,Yes,Yes,b,Yes,Yes,a,b,a,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.0,25.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,40.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.6111111111111112,0.095280498664292,0.2879679637378827,0.5,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.775,0.2336448598130841,0.0,0.0,0.0,0.5,0.3814756671899529,0.5335649021502391,53.35649021502391,259,1.0,291689,0.0,Not listed,291689.0,0.914,0.152921351721689,0.6952157296556623,0.5622996328752285,56.22996328752286,663,54.027
Raja Ali 300 Nlr,291590,359.7,126,25,1,a,a,b,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,a,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,a,Yes,Yes,Yes,No,0.0,59.7,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,1.0,0.75,0.75,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.0,0.5972222222222222,2.854761904761905,0.2960953632438521,0.5,0.5,1.0,0.25,0.5,0.75,1.0,1.0,0.65,0.1659716430358632,0.0,0.0,0.0,0.5,0.3814756671899529,0.4946245298045091,49.46245298045092,551,1.0,291590,0.0,Not listed,291590.0,0.767,0.0876875426384405,0.7523624914723119,0.5621901874783808,56.21901874783808,664,38.269
Satyanarayan Chah Bagicha,292379,135.3,1346,281,2,3,1,b,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,b,a,Yes,b,c,b,b,Yes,b,Yes,Yes,a,b,a,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,4.7,0.0,0.0,0.0,0.0,0.0,130.6,0.0,130.6,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.0,0.6527777777777778,0.100520059435364,0.2880918955301025,0.75,1.0,0.5,0.25,0.5,0.5,1.0,1.0,0.65,0.0347376201034737,0.0,0.0,0.0,0.5,0.3814756671899529,0.5065125517649607,50.65125517649607,443,1.0,292379,0.0,Not listed,292379.0,0.739,0.105096250859519,0.7572807498280962,0.5621566238922571,56.215662389225706,665,49.428
Morankari Gaon,291448,78.3,520,114,1,a,a,c,,,1.0,,,0.0,No,No,Yes,No,No,No,No,No,a,a,Yes,a,a,a,a,b,Yes,Yes,b,Yes,Yes,Yes,Yes,c,a,c,Yes,Yes,Yes,No,No,No,0.0,4.3,0.0,0.0,0.0,0.0,0.0,39.2,0.0,39.2,1.0,0.75,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,0.5,1.0,0.75,1.0,1.0,0.0,0.5833333333333334,0.150576923076923,0.232133037790068,0.75,0.75,0.75,0.75,0.5,1.0,1.0,1.0,0.8,0.0549169859514687,0.0,0.0,0.0,0.5,0.3814756671899529,0.5201617262188409,52.016172621884095,344,1.0,291448,0.0,Not listed,291448.0,0.788,0.23278328558653,0.717043342882694,0.5620719466790876,56.20719466790875,666,27.348
Bajipahumara,292086,444.2,2027,403,1,2,1,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,c,c,c,Yes,c,c,c,c,Yes,a,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,62.1,0.0,0.0,0.0,0.0,0.0,295.6,0.0,295.6,1.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.75,0.25,1.0,1.0,1.0,0.0,0.4861111111111111,0.219141588554514,0.2337548038591831,0.25,1.0,0.25,0.25,0.25,0.25,1.0,1.0,0.525,0.139801891040072,0.0,0.0,0.0,0.5,0.3814756671899529,0.4137616121805642,41.37616121805642,1166,1.0,292086,0.0,Not listed,292086.0,0.397,0.13969356989813,0.852961286020374,0.5618445654514383,56.18445654514383,667,29.052
Jakai T.E. No.-1 L.C.R.,291149,817.1,1403,280,1,c,a,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,c,c,c,b,b,Yes,c,c,c,Yes,b,Yes,Yes,b,c,b,a,c,Yes,Yes,Yes,No,No,No,0.0,15.1,0.0,0.0,15.5,0.0,0.0,785.3,0.0,785.3,1.0,0.25,0.75,0.25,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.25,0.5,0.5,0.75,1.0,1.0,0.0,0.4861111111111111,0.5823948681397006,0.2423468656627749,0.5,0.5,1.0,0.25,0.25,0.25,1.0,1.0,0.55,0.0184799902092767,0.0,0.0,0.0189695263737608,0.5094847631868804,0.3935363550727993,0.4258217652080314,42.58217652080314,1105,1.0,291149,0.0,Not listed,291149.0,0.485,0.120112795901299,0.8304774408197402,0.5618081460045098,56.18081460045098,668,9.636
Tipamia Dighalia,292047,114.1,494,94,1,a,c,c,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,b,c,b,b,c,a,a,Yes,b,Yes,Yes,a,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,10.2,0.0,0.0,0.0,0.0,0.0,103.8,0.0,103.8,1.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.0,0.4722222222222222,0.2309716599190283,0.2340346215787117,0.25,0.5,0.5,0.25,0.75,0.75,1.0,1.0,0.6,0.0893952673093777,0.0,0.0,0.0,0.5,0.3814756671899529,0.4328593443882241,43.28593443882241,1060,1.0,292047,0.0,Not listed,292047.0,0.54,0.114057203495013,0.8151885593009974,0.5618054291935698,56.18054291935698,669,33.108
Baghmora Gaon,292346,127.3,980,215,3,1,1,1,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,b,Yes,Yes,c,b,Yes,Yes,b,Yes,Yes,a,b,b,a,Yes,Yes,Yes,Yes,No,No,No,3.0,55.1,0.0,3.4,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.7083333333333334,0.1298979591836734,0.2316439164364826,0.5,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.775,0.4328358208955224,0.0,0.02356637863315,0.0314218381775333,0.5109976433621367,0.3954601116535804,0.5465863347731701,54.65863347731701,195,1.0,292346,0.0,Not listed,292346.0,0.81,0.166170181257281,0.7237659637485439,0.5617363813565752,56.17363813565752,670,50.598
Chirika Beel,291672,42.0,367,71,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,c,c,Yes,Yes,b,Yes,Yes,b,b,b,a,Yes,Yes,a,Yes,No,No,No,0.0,12.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.75,1.0,0.75,0.0,0.625,0.1144414168937329,0.2312783214808729,0.5,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.75,0.2857142857142857,0.0,0.0,0.0,0.5,0.3814756671899529,0.5153647138082088,51.53647138082088,379,1.0,291672,0.0,Not listed,291672.0,0.747,0.172901384700782,0.7413197230598436,0.5615688196726486,56.15688196726486,671,38.129
Raidangia No.2,292062,45.6,287,59,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,a,a,c,b,b,b,b,a,Yes,a,Yes,Yes,a,a,b,Yes,c,Yes,a,Yes,No,No,No,0.0,14.7,0.0,0.0,0.0,0.0,0.0,22.6,0.0,22.6,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.0,0.6111111111111112,0.1588850174216028,0.2323295498770643,0.25,0.5,0.5,0.5,0.5,0.75,1.0,1.0,0.65,0.3223684210526315,0.0,0.0,0.0,0.5,0.3814756671899529,0.4821552986850345,48.215529868503445,665,1.0,292062,0.0,Not listed,292062.0,0.574,0.186313462403751,0.7905373075192498,0.561518660555459,56.151866055545895,672,39.132
Disang Kinar No.2,292237,310.9,372,72,1,a,b,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,b,b,b,Yes,c,b,b,Yes,a,Yes,Yes,a,b,b,Yes,a,Yes,a,Yes,No,No,No,0.0,28.2,11.0,0.0,0.0,0.0,0.0,272.0,0.0,272.0,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,0.75,0.0,0.5,0.835752688172043,0.2483395604861418,0.5,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.65,0.0907044065615953,0.0353811514956577,0.0,0.0,0.4893856545513027,0.3679786188171981,0.4556806138849751,45.56806138849751,896,1.0,292237,0.0,Not listed,292237.0,0.583,0.198504855226485,0.785399028954703,0.5614412945259964,56.14412945259964,673,28.642
Na-Khatia Sonowal No.2,292278,63.1,443,90,1,1,1,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,5.4,8.0,0.0,0.0,0.0,0.0,49.6,0.0,49.6,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.75,0.25,1.0,1.0,0.75,0.0,0.5694444444444444,0.1424379232505643,0.2319405253106009,0.5,0.5,1.0,0.25,0.5,0.75,1.0,1.0,0.675,0.0855784469096672,0.126782884310618,0.0,0.0,0.4619651347068146,0.3331110818092933,0.46946845880062,46.946845880062,783,1.0,292278,0.0,Not listed,292278.0,0.593,0.129502431361919,0.7961995137276162,0.5614315990900908,56.14315990900908,674,31.64
Baghmora Puwali Pather,292208,157.7,650,134,1,b,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,c,c,b,b,c,a,a,Yes,a,Yes,Yes,a,b,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,3.4,0.0,0.0,0.0,0.0,0.0,150.9,0.0,150.9,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.25,0.75,0.75,1.0,1.0,1.0,0.0,0.5416666666666666,0.2426153846153846,0.234310031624092,0.25,0.5,0.5,0.25,0.75,0.75,1.0,1.0,0.6,0.0215599239061509,0.0,0.0,0.0,0.5,0.3814756671899529,0.4502893080106803,45.02893080106803,941,1.0,292208,0.0,Not listed,292208.0,0.49,0.195814794672432,0.8138370410655136,0.5613336744107215,56.13336744107215,675,42.534
Muragajuli,292075,64.6,886,176,1,b,b,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,c,c,b,c,b,b,c,c,c,Yes,b,Yes,Yes,a,c,a,Yes,c,Yes,Yes,Yes,No,Yes,No,0.0,10.2,0.0,0.0,0.0,0.0,0.0,50.4,0.0,50.4,1.0,0.5,0.5,0.25,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.5,0.5,0.75,1.0,1.0,1.0,0.0,0.5277777777777778,0.0729119638826185,0.2874388788153201,0.25,0.5,0.5,0.25,0.25,0.25,1.0,1.0,0.5,0.1578947368421052,0.0,0.0,0.0,0.5,0.3814756671899529,0.430099297586265,43.009929758626505,1075,1.0,292075,0.0,Not listed,292075.0,0.488,0.115025043746266,0.8305949912507468,0.5613190662826217,56.13190662826217,676,34.881
Mothola 5/142 Orr,291263,6.3,554,137,1,b,b,b,,,1.0,,,1.0,Yes,No,No,Yes,No,No,No,Yes,Yes,b,b,b,b,b,b,b,b,Yes,b,Yes,Yes,b,b,b,a,b,a,Yes,Yes,No,No,No,0.0,3.3,0.0,0.0,0.4,0.4,0.3,1.5,0.0,1.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.75,1.0,0.0,0.6111111111111112,0.0113718411552346,0.1716975505886164,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6,0.5238095238095238,0.0,0.0,0.1746031746031746,0.5873015873015873,0.4924871047320027,0.4741995863713324,47.41995863713325,741,0.595631825942517,291263,0.0,Not listed,291263.0,0.591,0.0570335801365607,0.8112932839726879,0.5613147669460297,56.131476694602966,677,7.646
Tipania Bangali No.3,292044,161.6,505,100,1,1,a,b,,,,,,0.0,Yes,No,Yes,No,No,No,No,No,Yes,b,b,c,b,Yes,c,c,b,Yes,b,Yes,Yes,a,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,1.2,0.0,107.5,0.0,0.0,0.0,53.0,0.0,53.0,1.0,1.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.75,0.75,1.0,1.0,0.0,0.5694444444444444,0.32,0.2361404167448845,0.25,0.5,1.0,0.25,0.25,0.5,1.0,1.0,0.575,0.0074257425742574,0.0,0.0,0.0,0.5,0.3814756671899529,0.4501913487353228,45.01913487353228,943,1.0,292044,0.0,Not listed,292044.0,0.49,0.141919437624488,0.8246161124751024,0.561102899254755,56.1102899254755,678,30.883
Na-Changmai Village,291812,109.8,436,85,1,1,a,a,,,,,,0.0,Yes,Yes,No,Yes,No,No,No,No,Yes,c,b,c,c,a,c,a,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,b,Yes,No,No,No,0.0,19.0,0.0,3.9,1.3,0.0,0.5,78.6,0.0,78.6,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.5,0.25,0.75,1.0,0.5,0.0,0.5694444444444444,0.2518348623853211,0.2345281007434861,0.25,0.25,0.75,0.25,0.75,0.25,1.0,1.0,0.55,0.1730418943533697,0.0,0.0,0.0163934426229508,0.5081967213114754,0.3918984996268369,0.44437283622235,44.437283622235,979,1.0,291812,0.0,Not listed,291812.0,0.453,0.150372009248602,0.8340255981502795,0.561027039390009,56.1027039390009,679,23.022
Sensua Pukhuri No.2,291792,60.7,39,6,a,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,a,c,Yes,c,c,c,c,a,Yes,a,b,Yes,c,b,c,c,a,c,a,b,Yes,No,No,No,0.0,7.8,0.0,0.0,0.1,0.0,0.4,51.9,0.0,51.9,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.25,1.0,0.5,0.5,0.75,0.75,0.5,0.0,0.4861111111111111,1.5564102564102564,0.0939567659672784,0.25,0.25,0.25,0.25,0.75,1.0,0.75,0.25,0.525,0.128500823723229,0.0,0.0,0.0082372322899505,0.5041186161449753,0.3867128399959655,0.3798595372687904,37.985953726879046,1271,1.0,291792,0.0,Not listed,291792.0,0.123,0.13394803649332,0.936310392701336,0.5610202745717489,56.10202745717488,680,30.753
Guhain Pather,292031,42.4,227,47,1,a,c,b,,,1.0,,,2.0,No,No,Yes,No,No,No,No,No,a,c,a,c,b,a,c,c,c,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,1.9,0.0,0.0,0.0,0.0,2.0,38.6,0.0,38.6,1.0,0.75,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.75,0.25,0.75,0.75,0.5,1.0,1.0,0.75,0.0,0.5138888888888888,0.186784140969163,0.2329894503026308,0.25,0.5,0.75,0.25,0.25,0.25,1.0,1.0,0.575,0.0448113207547169,0.0,0.0,0.0471698113207547,0.5235849056603774,0.4114658925979682,0.4415127633174736,44.15127633174736,1004,1.0,292031,0.0,Not listed,292031.0,0.488,0.192913451594142,0.8150173096811716,0.5609741703378216,56.09741703378216,681,28.22
Medela Grant No.3,291132,429.3,2149,431,3,2,b,b,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,a,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,a,b,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,141.2,0.0,0.0,0.0,0.0,0.0,257.6,0.0,257.6,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.6388888888888888,0.1997673336435551,0.3475822571877394,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.8,0.3289075238760773,0.0,0.0,0.0,0.5,0.3814756671899529,0.5629129199571477,56.291291995714765,127,1.0,291132,0.5,Moderate (9-12),291132.0,0.274,0.129076531116326,0.6419846937767348,0.5609107918861217,56.09107918861217,682,16.214
Santi T.E. 78 Appl,291687,222.0,1046,208,1,a,c,c,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,Yes,c,Yes,Yes,c,c,Yes,Yes,b,Yes,Yes,a,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,35.0,0.0,2.0,0.0,0.0,0.0,85.0,0.0,85.0,1.0,0.75,0.25,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.5,0.75,1.0,1.0,1.0,0.0,0.5416666666666666,0.2122370936902485,0.29073434837713,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.725,0.1576576576576576,0.0,0.0,0.0,0.5,0.3814756671899529,0.5018953871989398,50.18953871989397,486,1.0,291687,0.0,Not listed,291687.0,0.89,0.0899789723606269,0.7150042055278746,0.5609066193839253,56.09066193839253,683,53.189
Taratali Gaon,292403,226.2,518,104,1,1,1,1,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,b,a,Yes,b,b,a,Yes,b,Yes,Yes,a,b,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,47.6,0.0,0.0,0.0,0.0,0.0,132.0,0.0,132.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.7083333333333334,0.4366795366795367,0.2389002480986712,0.5,0.75,1.0,0.5,0.5,0.75,1.0,1.0,0.75,0.2104332449160035,0.0,0.0,0.0,0.5,0.3814756671899529,0.5381035287959917,53.810352879599165,235,1.0,292403,0.0,Not listed,292403.0,0.777,0.161063212837933,0.7346873574324134,0.5608213550761262,56.08213550761262,684,54.885
